Key	Company	Position	Location	Category	Experience_Level	Salary
20400d429ccb0f63	U.S. Army Aviation and Missile Command	CHEMICAL ENGINEER	Chambersburg, PA	ME	ENTRY_LEVEL	$42,870 - $122,459 a year
a6515c169e25aaff	Raptor Mining Products	Mechanical Designer	Hybrid remote in Murray, UT 84107	ME	ENTRY_LEVEL	$45,000 - $55,000 a year
1417b6141071f641	Magna International Inc.	Process Engineer	Birmingham, AL 35215 (Echo Highlands area)	ME	ENTRY_LEVEL	$78,624 a year
b0417800e71c12b9	Southern Staircase and Artistic Stairs	Project Engineer	Alpharetta, GA	ME	ENTRY_LEVEL	Estimated $56.9K - $72.1K a year
f47b172de933cec7	Stantec	Mechanical Designer	Berkley, MI 48072	ME	ENTRY_LEVEL	Estimated $54.4K - $68.9K a year
424f2348c5a0348d	Gulfstream Aerospace Corporation	Manufacturing Engineer II	Savannah, GA	ME	ENTRY_LEVEL	Estimated $97.3K - $123K a year
3cf05604d47ad5ae	The Shyft Group USA, Inc	Design Engineer	Waterville, ME	ME	ENTRY_LEVEL	Estimated $70.3K - $89K a year
46a0347168bc0f60	MJD	Project Engineer / Estimator	Waterbury, CT 06705	ME	ENTRY_LEVEL	Estimated $59.2K - $74.9K a year
2d3c75f0b41660b8	PDS Tech	Advanced Manufacturing Engineer	Urbana, OH 43078	ME	ENTRY_LEVEL	$24 - $36 an hour
84c63fd503100b90	Technifab Products, Inc.	Cryogenic Engineer	Brazil, IN 47834	ME	ENTRY_LEVEL	Estimated $56.6K - $71.7K a year
00b405711b1b48f2	Century Holdings	Project Engineer	Alpharetta, GA 30005	ME	ENTRY_LEVEL	Estimated $56.9K - $72.1K a year
3a9079ed7e391bb8	American Axle & Manufacturing	Engineer SQE	Detroit, MI 48211	ME	ENTRY_LEVEL	Estimated $63.7K - $80.7K a year
f0065c9e71b00c56	Mission Support and Test Services, LLC	Cognizant Systems Engineer (Engineer II)	Mercury, NV 89023	ME	ENTRY_LEVEL	$77,376 - $116,064 a year
bbe024909f7d7ecd	Mission Building Systems Inc.	Construction Engineer	Wharton, TX 77488	ME	ENTRY_LEVEL	$70,826.53 - $115,000.00 a year
8f5dea3f9db7e5fc	P2S Inc.	Plumbing Design Engineer	Hybrid remote in Irvine, CA 92612	ME	ENTRY_LEVEL	$81,120 - $106,000 a year
f58ee79ca2a0eb09	Marmen Energy	Maintenance Engineer	Brandon, SD 57005	ME	ENTRY_LEVEL	Estimated $71.5K - $90.6K a year
fca312d58dd292a6	General MRO Aerospace	Research & Development Technician - Aviation	Miami, FL 33178	ME	ENTRY_LEVEL	$14 - $15 an hour
b5d939d6d3c0ea5a	Cadence Design Systems	Principal CFD Application Engineer	San Jose, CA	ME	ENTRY_LEVEL	$119,000 - $221,000 a year
5c32f6c4c87ff6c2	Dow Aero, LLC	Manufacturing Engineer	Oklahoma City, OK 73149	ME	ENTRY_LEVEL	Estimated $68.3K - $86.5K a year
e60503d3bf9d4158	Rinv.io	Instrumentation and Controls Engineer	Hancocks Bridge, NJ	ME	ENTRY_LEVEL	$140,000 - $150,000 a year
4a2ce1343ee04d6b	Knorr-Bremse	Engineer 3, Test	Hybrid remote in Avon, OH	ME	ENTRY_LEVEL	
29aafb07dd7babdf	Martinrea International Inc.	HOP - Welding Engineer	Hopkinsville, KY 42240	ME	ENTRY_LEVEL	Estimated $63K - $79.8K a year
19ca7d0fcac06b31	Oak Ridge National Laboratory	R&D Associate, Grid-Interactive Controls	Oak Ridge, TN 37830	ME	ENTRY_LEVEL	Estimated $70.9K - $89.8K a year
2a53eb3900a9874c	Tate Metalworks, Inc.	Project Engineer	Spartanburg, SC	ME	ENTRY_LEVEL	Estimated $74.7K - $94.6K a year
30477f19f591bf49	Tate Metalworks, Inc.	Project Engineer	Greenville, SC	ME	ENTRY_LEVEL	Estimated $74.7K - $94.6K a year
c18b736504e83f12	SpaceX	Mechanical Engineer, Falcon Launch Systems	Vandenberg AFB, CA	ME	ENTRY_LEVEL	$95,000 - $115,000 a year
f35ac6866cf8d97e	WSP	CFD Analyst- Mechanical Engineer	New York, NY 10119 (Garment District area)	ME	ENTRY_LEVEL	$68,900 - $130,000 a year
2b75a5b2e57b10ed	Quantum Technical Services, Inc	Mechanical Engineer	Frankfort, IL 60423	ME	ENTRY_LEVEL	$80,000 - $125,000 a year
