Key	Company	Position	Location	Category	Experience_Level	Salary
c9c2b3154a17f62d	Senior Flexonics Pathway	Project Engineer - Production	New Braunfels, TX 78130	FEA	ENTRY_LEVEL	Estimated $72.4K - $91.7K a year
11dc8a8123b5579c	PACCAR	Mechanical Engineer -Routings Design	Denton, TX 76207	FEA	ENTRY_LEVEL	Estimated $84.3K - $107K a year
5b51688fe6daa150	AIT	Associate Mechanical Engineer	Plano, TX 75074	FEA	ENTRY_LEVEL	Estimated $70K - $88.6K a year
f18f77c9251b5a83	White River Marine Group	Product Testing Engineer Co Op	Springfield, MO 65898	FEA	ENTRY_LEVEL	Estimated $55.9K - $70.8K a year
605cc3fbd102bab0	Senior Flexonics Pathway	Project Engineer - Production	New Braunfels, TX 78130	FEA	ENTRY_LEVEL	Estimated $67.8K - $85.8K a year
8803d0f1023335c8	Groe Advisors	Mechanical Engineer	Hybrid remote in Sutton, MA 01590	FEA	ENTRY_LEVEL	$75,000 - $95,000 a year
a788a3c54fcbf1fd	Prolec-GE Waukesha, Inc	Associate Electrical Design Engineer	Waukesha, WI 53186	FEA	ENTRY_LEVEL	$60,000 - $74,000 a year
3958cd700139bf92	Emonics LLC	Structures Engineer	Midwest City, OK 73110	FEA	ENTRY_LEVEL	$70,000 - $80,000 a year
3d350e4e4607401b	SpaceX	Satellite Mechanical Engineer (Starshield)	Redmond, WA (SE Redmond area)	FEA	ENTRY_LEVEL	$95,000 - $115,000 a year
ae30bc4b5f45c713	SpaceX	Propulsion Analyst, Structures	Hawthorne, CA	FEA	ENTRY_LEVEL	$95,000 - $115,000 a year
7580ba3219572a4d	Logistic Services Int.	MECHANICAL ENGINEER I	Jacksonville, FL 32201 (Hyde Park area)	FEA	ENTRY_LEVEL	Estimated $64.6K - $81.8K a year
b1e6aeb9b9a4b542	LSI, Inc.	MECHANICAL ENGINEER I	Jacksonville, FL 32201 (Hyde Park area)	FEA	ENTRY_LEVEL	Estimated $67.7K - $85.8K a year
bcd4e0814b631e27	Michael Baker International	Bridge Engineer EIT	Midvale, UT	FEA	ENTRY_LEVEL	$60,000 - $78,000 a year
54ff160e8ec6fffd	Gulfstream Aerospace Corporation	Stress Analyst Engineer II - Appleton, WI	Appleton, WI	FEA	ENTRY_LEVEL	Estimated $92.3K - $117K a year
cd888f57e27c7a16	The Systems Group	Design Engineer – Smyrna, TN	Smyrna, TN	FEA	ENTRY_LEVEL	Estimated $68.2K - $86.3K a year
0ae27b442b6b999b	Prolec-GE Waukesha, Inc	Associate Electrical Design Engineer	Goldsboro, NC 27530	FEA	ENTRY_LEVEL	$60,000 - $70,000 a year
47b6f71e924b7aaa	Plaxonic Technologies	Structural Engineer	Oklahoma City, OK 73135	FEA	ENTRY_LEVEL	$65,496.27 - $80,523.10 a year
10f827b5ccf0b149	Groe Advisors LLC	Mechanical Engineer	Sutton, MA 01590	FEA	ENTRY_LEVEL	$75,000 - $90,000 a year
cdf7312a392239a6	Plaxonic Technologies	Structures Engineer	Oklahoma City, OK 73135	FEA	ENTRY_LEVEL	$65,496.27 - $80,523.10 a year
d8edfaa52a928038	Plaxonic Technologies	Structural Engineer	Remote in Oklahoma City, OK	FEA	ENTRY_LEVEL	$65,496.27 - $80,523.10 a year
bcf45639e35fb8f3	Plaxonic Technologies	Structural Engineer	Oklahoma City, OK 73135	FEA	ENTRY_LEVEL	$65,496.27 - $80,523.10 a year
5c3f32d1d3f28c08	Kett Engineering	Engineer- Commercial Vehicles	Hybrid remote in Plymouth, MI 48170	FEA	ENTRY_LEVEL	$33 - $53 an hour
a4b80f52c1abd77d	University of Dayton	Associate Research Engineer	Dayton, OH 45469 (University Park area)	FEA	ENTRY_LEVEL	
29c059d143a51e43	Kimball International	Product Engineer	Jasper, IN	FEA	ENTRY_LEVEL	$62,538.75 - $75,315.48 a year
90916bb7b4b07eb3	AMETEK, Inc.	Mechanical Engineer	Athens, OH 45701	FEA	ENTRY_LEVEL	Estimated $73K - $92.4K a year
ee1b57c05c0c4d60	Espey Mfg. & Electronics Corp.	Transformer Design Engineer I	Saratoga Springs, NY 12866	FEA	ENTRY_LEVEL	$52,000 - $65,000 a year
91a4d653a58d7748	Anvil Corporation	Mechanical Engineer	Billings, MT 59101	FEA	ENTRY_LEVEL	$80,000 - $110,000 a year
be9b24a635e46f6f	Electroimpact	Structural Analysis Professional Engineer (PE)	Mukilteo, WA 98275	FEA	ENTRY_LEVEL	$95,000 - $140,000 a year
ec1c425b7fb95cd9	Progress Rail Services Corp.	Mechanical Design Engineer	Overland Park, KS 66210	FEA	ENTRY_LEVEL	Estimated $71.5K - $90.5K a year
15e64a44c0ebe3f5	Vermeer Corporation	Engineer I - Design	Pella, IA	FEA	ENTRY_LEVEL	Estimated $63.4K - $80.3K a year
7807edfaee34ec49	K2 Space	Solar Array Mechanical Engineer	Los Angeles, CA	FEA	ENTRY_LEVEL	$100,000 - $180,000 a year
64e512a526e4c81b	Quest Global	Structural (Stress/FEA) Aero Engineer	Indianapolis, IN	FEA	ENTRY_LEVEL	Estimated $78.9K - $99.9K a year
0c2a4be6fb02fc0d	Highres Biosolutions Inc	Mechanical Engineer Co-op	Beverly, MA 01915	FEA	ENTRY_LEVEL	Estimated $77.6K - $98.3K a year
b8985a69e4b5cd5e	USA Rolls	Mechanical Engineer	Canfield, OH 44406	FEA	ENTRY_LEVEL	$30 - $35 an hour
cf30dca24f290578	A. O. Smith Corporation	Engineer - Product Development	Lebanon, TN 37090	FEA	ENTRY_LEVEL	$65,000 - $70,000 a year
7e927cef6355376c	AO Smith	Engineer-Product Development	Lebanon, TN 37090	FEA	ENTRY_LEVEL	Estimated $75.6K - $95.7K a year
8db40217d3b47c26	Haws Corporation	Engineering - Specials Systems Engineer I	Sparks, NV 89431	FEA	ENTRY_LEVEL	Estimated $69.8K - $88.3K a year
157981da9e87737f	TLD	Mechanical Engineer	Windsor, CT	FEA	ENTRY_LEVEL	$75,000 - $85,000 a year
00cb7951369fe4a8	Quest Global	Structural (Stress/FEA) Aero Engineer	Indianapolis, IN	FEA	ENTRY_LEVEL	Estimated $78.9K - $99.9K a year
1d5ed90ca9168a31	Quest Global	Structural (Stress/FEA) Aero Engineer	Indianapolis, IN	FEA	ENTRY_LEVEL	Estimated $78.9K - $99.9K a year
702c5b840c59aea7	Quest Global	Structural (Stress/FEA) Aero Engineer	Indianapolis, IN	FEA	ENTRY_LEVEL	Estimated $78.9K - $99.9K a year
3e33bd2c4ae8e19a	Commonwealth Fusion Systems	Mechanical Engineer	Hybrid remote in Devens, MA 01434	FEA	ENTRY_LEVEL	Estimated $88.5K - $112K a year
70ea49b4b8e087a3	Quest Global	Entry Level Structural Engineer	Indianapolis, IN	FEA	ENTRY_LEVEL	$47,806.70 - $57,573.65 a year
6241e492331f4bd3	SpaceX	Launch Engineer, Ground Support Equipment (Falcon)	Cape Canaveral, FL	FEA	ENTRY_LEVEL	$95,000 - $115,000 a year
503a96775e515bc4	Peraton	Naval Structures FEA Modeling Engineer	Bethesda, MD 20816	FEA	ENTRY_LEVEL	$112,000 - $179,000 a year
a823811571887bd2	SpaceX	Power Components Engineer (Starlink)	Redmond, WA (SE Redmond area)	FEA	ENTRY_LEVEL	$95,000 - $115,000 a year
0663861ffa19dda6	JELD-WEN, Inc.	Product Engineer I	Klamath Falls, OR 97601	FEA	ENTRY_LEVEL	
464135e49da46286	PPG Industries	Process Modeling Engineer	Springdale, PA	FEA	ENTRY_LEVEL	Estimated $73.7K - $93.3K a year
6275f854860446ed	Affordable Personnel Services	Mechanical Design Engineer	Hartford, CT	FEA	ENTRY_LEVEL	$80,000 - $105,000 a year
0696efa5c84b67ee	Electric Hydrogen	Stack Mechanical Engineering Co-Op	Natick, MA	FEA	ENTRY_LEVEL	Estimated $82.3K - $104K a year
2bdc95d94998d93f	Reading Crane and Engineering	Mechanical Project Engineer	Euclid, OH	FEA	ENTRY_LEVEL	$25 - $30 an hour
458eaf10c28f930b	PWR North America	A&D Design and Modeling Engineer	Indianapolis, IN 46268	FEA	ENTRY_LEVEL	Estimated $62K - $78.5K a year
e724573949a0c66a	Cenweld Corp	Mechanical Process/Design Engineer	Stow, OH 44224	FEA	ENTRY_LEVEL	From $75,000 a year
2cda6550e0a44305	American Crane	Mechanical Engineer	Douglassville, PA 19518	FEA	ENTRY_LEVEL	$68,000 a year
c51fbefbcf20c871	Simmers Crane Design & Services	Mechanical Project Engineer	Euclid, OH	FEA	ENTRY_LEVEL	$25 - $30 an hour
ea756c26af9a2a97	Cranemasters	MECHANICAL DESIGN ENGINEER	North Chesterfield, VA 23237	FEA	ENTRY_LEVEL	Estimated $66.3K - $84K a year
666234fc1dd8dad8	Buckeye Body and Equipment	Mechanical Process/Design Engineer	Columbus, OH 43201 (Milo-Grogan area)	FEA	ENTRY_LEVEL	From $75,000 a year
feea312e29b6ed55	Schlumberger	Early Careers - Geoscience & Petrotechnical	Houston, TX	FEA	ENTRY_LEVEL	
4bee7b52278b1b7f	Bandit Industries, Inc.	Structural Analysis Engineer 1	Remus, MI 49340	FEA	ENTRY_LEVEL	Estimated $67.4K - $85.4K a year
598b11ed5a0b9312	Los Alamos National Laboratory	R&D Engineer 2/3 ( Nuclear Engineer W-13)	Los Alamos, NM	FEA	ENTRY_LEVEL	$119,200 - $201,100 a year
07a3c813e0bd855f	Littelfuse	R&D Rotational Engineer - Hardware Engineering	Rapid City, SD 57701	FEA	ENTRY_LEVEL	Estimated $76K - $96.3K a year
d1f356cf60599991	SpaceX	Turbomachinery Engineer, Turbine Aero-Mechanical (Raptor)	Hawthorne, CA	FEA	ENTRY_LEVEL	$95,000 - $115,000 a year
d8c2364c808b08aa	K2 Space	Satellite Mechanical Engineer	Los Angeles, CA	FEA	ENTRY_LEVEL	$85,000 - $120,000 a year
d41febe186adc504	Aebi Schmidt North America	Product Engineer-Swenson	Rockford, IL 61104	FEA	ENTRY_LEVEL	Estimated $69.8K - $88.4K a year
b968a0db7c19406e	TS Trim Industries	Design Engineer	Hybrid remote in Reynoldsburg, OH 43068	FEA	ENTRY_LEVEL	From $60,000 a year
c0b5f8558686126f	Dynetics	Entry-Level Design and Analysis Engineer - Hypersonic Flight Test	Crane, IN	FEA	ENTRY_LEVEL	Estimated $76.6K - $97.1K a year
fa64a54a5d082afe	Lippert	Product Engineer	Goshen, IN 46526	FEA	ENTRY_LEVEL	Estimated $75.4K - $95.5K a year
ee2d97a9b829e0a9	Electric Hydrogen	Mechanical Design Engineer Co-Op	San Jose, CA	FEA	ENTRY_LEVEL	Estimated $113K - $144K a year
